11/07/16;;;;
12/07/16;;;;
13/07/16;;;;
14/07/16;;;;
15/07/16;;;;
16/07/16;;;;
17/07/16;;;;
18/07/16;;;;
19/07/16;;;;
20/07/16;Pioggia;;;
21/07/16;;;;
22/07/16;Pioggia;;;
23/07/16;Pioggia;;;
24/07/16;;;;
25/07/16;Pioggia;;;
26/07/16;;;;
27/07/16;;;;
28/07/16;Pioggia;;;
29/07/16;Pioggia;;;
30/07/16;Pioggia;;;
31/07/16;;;;
01/08/16;;;;
02/08/16;Pioggia;;;
03/08/16;Pioggia;;;
04/08/16;;;;
05/08/16;;;;
06/08/16;;;;
07/08/16;;;;
08/08/16;;;;
09/08/16;;;;
10/08/16;;;;
11/08/16;;;;
12/08/16;;;;
13/08/16;;;;
14/08/16;;;;
15/08/16;;;;
16/08/16;;;;
17/08/16;;;;
18/08/16;;;;
19/08/16;;;;
20/08/16;;;;
21/08/16;Pioggia;;;
22/08/16;;;;
23/08/16;;;;
24/08/16;;;;
25/08/16;;;;
26/08/16;;;;
27/08/16;;;;
28/08/16;;;;
29/08/16;;;;
30/08/16;Pioggia;;;
31/08/16;;;;
01/09/16;;;;
02/09/16;Pioggia;;;
03/09/16;Pioggia;;;
04/09/16;;;;
05/09/16;;;;
06/09/16;;;;
07/09/16;;;;
08/09/16;;;;
09/09/16;;;;
10/09/16;;;;
11/09/16;;;;
12/09/16;;;;
13/09/16;;;;
14/09/16;;;;
15/09/16;Pioggia;;;
16/09/16;;;;
17/09/16;;;;
18/09/16;;;Temporale;
19/09/16;Pioggia;;Temporale;
20/09/16;Pioggia;;Temporale;
21/09/16;Pioggia;;;
22/09/16;;;;
23/09/16;;;;
24/09/16;Pioggia;;;
25/09/16;Pioggia;;;
26/09/16;;;;
27/09/16;;;;
28/09/16;;;;
29/09/16;;;;
30/09/16;Pioggia;;;
01/10/16;Pioggia;;;
02/10/16;Pioggia;;;
03/10/16;Pioggia;;;
04/10/16;Pioggia;;;
05/10/16;Pioggia;;;
06/10/16;;;;
07/10/16;;;;
08/10/16;;;;
09/10/16;Pioggia;;;
10/10/16;Pioggia;;;
11/10/16;Pioggia;;;
12/10/16;;;;
13/10/16;;;;
14/10/16;;;;
15/10/16;;;;
16/10/16;;;;
17/10/16;;;;
18/10/16;;;;
19/10/16;;;;
20/10/16;;;;
21/10/16;Pioggia;;;
22/10/16;;;;
23/10/16;;;;
24/10/16;;;;
25/10/16;;;;
26/10/16;;;;
27/10/16;Pioggia;;Temporale;
28/10/16;Pioggia;;;
29/10/16;Pioggia;;;
30/10/16;;;;
31/10/16;Pioggia;;;
01/11/16;Pioggia;;;
02/11/16;;;;
03/11/16;;;;
04/11/16;;;;
05/11/16;;;;
06/11/16;Pioggia;;;
07/11/16;Pioggia;;;
08/11/16;Pioggia;;;
09/11/16;;;;
10/11/16;;;Temporale;
11/11/16;;;;
12/11/16;Pioggia;;;
13/11/16;Pioggia;;;
14/11/16;Pioggia;;;
15/11/16;Pioggia;;;
16/11/16;Pioggia;;Temporale;
17/11/16;Pioggia;Nebbia;Temporale;
18/11/16;Pioggia;;;
19/11/16;;;;
20/11/16;;;;
21/11/16;;;;
22/11/16;Pioggia;;;
23/11/16;Pioggia;;;
24/11/16;;;;
25/11/16;;;;
26/11/16;;;;
27/11/16;;;;
28/11/16;;;;
29/11/16;Pioggia;;;
30/11/16;;;;
01/12/16;Pioggia;;;
02/12/16;Pioggia;;;
03/12/16;Pioggia;;;
04/12/16;Pioggia;;Temporale;
05/12/16;;;;
06/12/16;;;;
07/12/16;;;Temporale;
08/12/16;;;;
09/12/16;Pioggia;;;
10/12/16;;;Temporale;
11/12/16;Pioggia;;Temporale;
12/12/16;;;;
13/12/16;;;;
14/12/16;Pioggia;;;
15/12/16;Pioggia;;;
16/12/16;Pioggia;;;
17/12/16;Pioggia;;;
18/12/16;Pioggia;;Temporale;
19/12/16;;;Temporale;
20/12/16;Pioggia;;Temporale;
21/12/16;;;;
22/12/16;;;;
23/12/16;;;;
24/12/16;;;;
25/12/16;;;;
26/12/16;;;;
27/12/16;;;;
28/12/16;;;;
29/12/16;;;;
30/12/16;;;;
31/12/16;;;;
